title_hash,artist_hash,title,artist,median_rank,highest_rank,min_date,max_date,url,album,release_date,duration_ms,median_popularity,highest_popularity,median_streams,total_streams,num_days_on_chart,is_explicit,af_danceability,af_energy,af_key,af_loudness,af_mode,af_speechiness,af_acousticness,af_instrumentalness,af_liveness,af_valence,af_tempo,af_time_signature,title_genius,tag,artist_genius,year,views,features,lyrics,id,language_cld3,language_ft,language
tik tok,elamantelgantedtbilardo,Tik Tok,"El Amante, L-Gante, DT.Bilardo",16.5,5,2019-11-05,2019-12-13,https://open.spotify.com/track/2MlZssOqnJhK0OTSWBF08f,Tik Tok,2019-03-15,124421.0,0.0,0.0,,0.0,36,true,0.88,0.765,9.0,-5.036,1.0,0.181,0.367,0.0000149,0.0933,0.501,94.987,4.0,Tik Tok,pop,"El Amante, L-Gante & DT.Bilardo",2019,1567,"{""El Amante / L-Gante & DT.Bilardo""}","[Letra de ""Tik Tok""]

[Intro: L-Gante & El Amante]
Yeh
El Amante
(L-Gante, keloké)

[Estribillo: El Amante & L-Gante]
Ella lo baila y hace
Tik Tok (Eh), Tik Tok (Ah), Tik Tok (Mm)
Me lo sacude y dice
Tik Tok (Eh), Tik Tok (Ah), Tik Tok (Yeh, yeh)

[Verso 1: El Amante]
Ella me baila bien pegadita, 'tá mojadita
Se toma un trago y la ropa sola se quita
El humo la pone loquita
Dice que va a comerla toda completita
Y que la joda se pique, pique, pique, pique, pique
Cuando el culo repique-pique-pique-pique-pique
Que ando gastando ticket', ticket', ticket', ticket', ticket'
Pa' que me la mastique-tique-tique-tique-tique (El Amante)
[Puente: El Amante]
Que nadie me prenda la luz (Oh, no)
Sigan trayendo botellas
Nadie baje la actitu' (No)
Mirá esa' nalga' cómo hacen

[Estribillo: El Amante]
Tik Tok (Eh), Tik Tok (Ah), Tik Tok
Parece que me dice
Tik Tok (Eh), Tik Tok (Ah), Tik Tok (Ja)

[Verso 2: L-Gante]
Parece que está borracha
Me gusta como mueve esa' cacha'
Vacila, bebe y fuma
Pa' hasta abajo se agacha
Ese shortcito quiere que lo quite
Estamo' ready pa' que la joda se pique, pique, pique, pique, pique
Cuando el culo repique-pique-pique-pique-pique
Que andamo' gastando ticket', ticket', ticket', ticket', ticket'
Pa' que me lo mastique-tique-tique-tique-tique, yeh

[Puente: L-Gante]
Y no' viajamo' to' pa' lo' oscuro
Le gusta tumbarlo contra el muro
Toma Chandon y me aspira el humo
Tiene sabor pa' move' ese culo
L-Gante, keloké
[Estribillo: El Amante & L-Gante]
Ella lo baila y hace
Tik Tok, Tik Tok, Tik Tok (Mm)
Parece que me dice
Tik Tok (Eh), Tik Tok (Ah), Tik Tok (Yeh)

[Outro: L-Gante & El Amante]
Yeh, yeh
El Amante (El Amante)
Junto a L-Gante
Con estilo y elegancia, perro, ja
Kriterio Music
Bilardo
Zurdo
(El de la' letra' picante, ma')",5575068,es,es,es
i love you,teflonbrotherspandora,I Love You,"Teflon Brothers, Pandora",31.0,2,2021-01-15,2021-11-20,https://open.spotify.com/track/6miIT6LgLF5Ffvk4nSy4vE,Loppuunmyyty,2021-06-25,181537.0,39.0,39.0,16553.5,5247417.0,252,false,0.545,0.895,1.0,-5.364,0.0,0.0314,0.00014,0.00556,0.0977,0.5,165.04,4.0,I Love You,pop,Teflon Brothers & Pandora,2021,12830,{},"[Verse 1: Voli, Pyhimys, Pandora]
Tiettömällä tiellä rakkaudesta renttu
Tunteiden tulkki, rikkinäinen enkku
En ruusua pujottamas taaksesi korvan
En ratsulla saavu, mut saat multa horsman (Baby, baby love you)
Ja kyl sä tiedät sen
Mä oon vaan ihminen
Vaikken puhua osaa
Assanvessakassa Ukrainassa
Kerto nimensä
Mut rakkautta en osaa sanottaa

[Chorus: Pandora, Pyhimys]
I, and I love you, I love you, I love you, I love you, I
Honey, honey come ride, c-c-come ride
I love you, I, I love you, I love you
Baby, baby love you
Baby, baby love you

[Verse 2: Heikki Kuula, Pyhimys, Pandora]
Ei koskaan mun puhelin soi
Tätä tuskaa ei saunota pois
Suomalaisen juntin tunteet on huhu
Syön makkaraa en tunteista puhu (Baby, baby love you)
Keskellä Tiranaa
Taas mua ivataan
Kun en ymmärrä mitään
Paikallisen sihteeriopiston kokelaat
Aina sekottaa mun suomalaisen pään
[Chorus: Pandora, Pyhimys]
I, and I love you, I love you, I love you, I love you, I
Honey, honey come ride, c-c-come ride
I love you, I, I love you, I love you
Baby, baby love you (You know that I love you)
I love you (Oh), I, I love you, I love you
Baby, baby love you

[Bridge: Pandora]
I got your message, it's a mutual attraction
It doesn't matter, it's a mental interaction
Baby going on

[Chorus: Pandora, Pyhimys]
I, and I love you, I love you, I love you, I love you
I, and I love you, I love you, I love you, I love you
Honey come ride, c-c-come ride
I love you, I, I love you, I love you
Baby, baby love you
I love you (Oh, and I love you), I, I love you, I love you
Baby, baby love

[Outro: Pandora]
Mä rakastan sua",6374039,fi,fi,fi
rata tan tan,ak420,Rata Tan Tan,Ak4:20,60.0,1,2020-10-03,2021-11-14,https://open.spotify.com/track/7wWqLiOmDfjGTwrz95niTD,Rata Tan Tan,2020-10-02,152731.0,51.0,51.0,45033.0,21829624.0,401,true,0.811,0.591,2.0,-7.16,1.0,0.173,0.0728,0.0,0.119,0.768,96.991,4.0,Rata Tan Tan,pop,AK4:20,2020,4362,{},"[Letra de ""Rata Tan Tan""]

[Intro]
(Four Twenty, je
O el 4:20, cómo le diga' tú
L-A-M-P-I, Lampi, yeah)
Ey, ey

[Coro]
La nueva rata-tan-tan, ta-ta-tan-tan
Pásate de listo y te la damo', matatán, tan-tan
En el booty de tu novia, pam-pam
Mi glopeta está chipeta, jovencito y exitoso como Iván Guzmán
Rata-tan-tan
Pásate de listo y te la damo', matatán, tan-tan
En el booty de tu novia, pam-pam
Mi glopeta está chipeta, jovencito y exitoso como Iván Guzmán

[Verso 1]
Te vamo' a dar quiniento' si te pasa' y no respeta'
Pa' que me recuerden que se las di sin careta
Bailando samba los tengo cuando saco la Beretta
La apodo ""Matatonto"", pa'l que no conoce e' negra (Yah)
Y estoy mal del coco, como lo' marroco'
Fumo mucha hierba y quedo con sabor a poco
Y si e' que hay alerta de guerra, pue' me pego como moco
Y dicen que estoy loco por cómo choco tu toto, ay
Arde, como Tego Calde
Pon el culo a la pare' pa' allá atrá' chocarte
No te me acobarde', ponte pa' demostrarte
Que yo también lo muevo, baby, no me quedo aparte
Y dale ese booty, bate mientra' prendo
Y bate del bluntcito, sabor berry, también chocolate, -ate
Tu novio e' loquito de remate
El que no le teme a ninguno de esto' (Ey, ey)
[Coro]
La nueva rata-tan-tan, ta-ta-tan-tan
Pásate de listo y te la damo', matatán, tan-tan
En el booty de tu novia, pam-pam
Mi glopeta está chipeta, jovencito y exitoso como Iván Guzmán
Rata-tan-tan
Pásate de listo y te la damo', matatán, tan-tan
En el booty de tu novia, pam-pam
Mi glopeta está chipeta, jovencito y exitoso como Iván (Ey)

[Verso 2]
Entro pa' la disco vestido 'e Burberry, terri
Bájenme la botella de cherry
No te ponga' taco', engánchate las teni'
Ella no quiere hookah, tráiganle el Henny
Ando con la ganga dando vuelta' por el hood
Prendiendo las moña', no te pase' si no quiere beber Blue
Mis tiguere' en el party, todo' están bebiendo blue
Y se están robando a la doña que quería' tú
Sencillo, ando con el R1, el pillo (No)
Matamo' con la' barra', no, no ocupamo' gatillo
Somo' la fotocopia, pronto no' hacemo' millo
Y corremo' con una línea y no no' ponemo' el— (Ey)

[Coro]
La nueva rata-tan-tan, ta-ta-tan-tan
Pásate de listo y te la damo', matatán, tan-tan
En el booty de tu novia, pam-pam
Mi glopeta está chipeta, jovencito y exitoso como Iván Guzmán
Rata-tan-tan
Pásate de listo y te la damo', matatán, tan-tan
En el booty de tu novia, pam-pam
Mi glopeta está chipeta, jovencito y exitoso como Iván Guzmán
[Outro]
Ey
Four Twenty
O el 4:20, como diga' tú
Con la L, la A, la M, la P y la I
Lampi, je, ey",5819172,es,es,es
keine liebe,187strassenbandelx,Keine Liebe,"187 Strassenbande, LX",98.5,35,2021-05-14,2021-05-21,https://open.spotify.com/track/3USn88YO1HgguesrmjC1OK,Sampler 5,2021-05-13,141512.0,37.0,37.0,13626.0,960053.0,8,true,0.709,0.553,9.0,-8.524,0.0,0.369,0.0299,0.0,0.0758,0.492,144.827,4.0,Keine Liebe,rap,187 Strassenbande & LX,2021,5675,{},"[Songtext zu „Keine Liebe“]

[Part 1: LX]
Ich hab' keine Liebe für euch Piç-Kinder
Sour Diesel, ich genieß' den Tag
Wieg' ich ab, verdien' ich was (Hah)
Ich verfolg' dasselbe Prinzip seit Jahr'n
Ich fahr' den weißen Mercedes (Wrmm)
Leb', bevor es zu spät ist (Hah)
Bis zu meinem Begräbnis
Mach' ich Geld mit allem, was geht
Bruder, guck, wie die Kette mir steht (Guck)
Man erntet nun mal, was man sät (Wouh)
Mit den weißen Tns und dem Trainingsanzug
Seid ihr ein wenig zu spät (Haha)
Es ist simpel, simpel, was ich mache (Simpel)
Trinke Dimple aus der Flasche
LV auf der Tasche (Tasche)
LV auf der Lasche (Hah)
Es ist LX von der fünf-drei
Cali-Packs sind bestellt
Keiner dealt an der Ecke mehr
Denn der Bitcoin geht um die Welt
Es ist easy, easier denn je (Easy)
Alles mit DHL
Ich bezahle nie wieder TP (Niemals)
Versteht sich einfach von selbst (Hah)
[Hook: LX]
Kein Diesel, kein Leasing
V8-Biturbo-Maschine
Kein Feature, keine Liebe (Hah)
Für diese Piçes keine Liebe
Kein Diesel, kein Leasing (Hah)
V8-Biturbo-Maschine
Kein Feature, keine Liebe (Eh-eh)
Für diese Piçes keine Liebe

[Part 2: LX]
Kein Feature für euch Piç-Kinder (Püäh)
187 meine Lieblingszahl
Eigentum statt Mietvertrag (Hah)
Kokarest an der Visa Card
Schreib' jeden Abend ein'n miesen Part
Doch es passt mit uns leider kein Feature
Ich glaub' dir nicht, dass du gedealt hast
Deutscher Rap ist mein Spielplatz (Hah)
Gib mir Hennessy und und 'ne Melodie
Und ich zeig' den Jungs, wie man's macht (Pah)
Gib mir Cali-Weed im V8 (Hah)
Kipp' den Energy auf den Schnaps
Es ist Gangster-Gangster auf Chrom (Gangster)
Mit Biturbo-Symbol
Ambientelichter auf Rot
Wenn er will, wird er mich hol'n
LX von der fünf-drei (LX)
Immer noch selbe Adresse
Immer noch Weed, immer noch Hasch
Immer noch Reebok Classic (Pah)
Es gibt immer noch in die Fresse
Wenn du deine Schulden nicht zahlst (Komm)
Ich hab' immer noch kein Interesse
Für eure schäbigen Parts (Püäh)
[Hook: LX]
Kein Diesel, kein Leasing
V8-Biturbo-Maschine
Kein Feature, keine Liebe (Hah)
Für diese Piçes keine Liebe
Kein Diesel, kein Leasing (Hah)
V8-Biturbo-Maschine
Kein Feature, keine Liebe (Eh-eh)
Für diese Piçes keine Liebe",6717160,de,de,de
judy min vän,benjaminingrosso,Judy min vän,Benjamin Ingrosso,102.0,3,2020-11-21,2021-08-17,https://open.spotify.com/track/5Zm8dasmoQzkvCMf4CjAVU,En gång i tiden (del 2),2021-04-16,212787.0,0.0,0.0,25095.0,7441384.0,208,false,0.337,0.256,3.0,-10.774,1.0,0.0304,0.727,0.0,0.112,0.271,139.229,4.0,Judy min vän,pop,Benjamin Ingrosso,2020,11764,{},"[Vers 1]
Judy, min vän, du säger knappt nånting i telefon
Är det så här det kommer sluta efter alla år?
Börjar du att inse att du mår bättre där du är?
Ja, då kanske det var menat att vi skulle hamna här

Judy, min vän, jag känner tårar rinna ner min kind
Jag tvingas säga sista ordet fast jag inte vill
Du sa vi måste prata; det tar bara nån minut
Och jag känner hur jag rasar ner och hjärtat går itu

[Refräng]
Men det fanns en dröm; jag målade i färger
Där är du och jag och allt vi skulle va
Men drömmar går i kras; vi hade våra dar
Men nu börjar jag förstå att det aldrig kommer bli vi två

[Vers 2]
Judy, min vän, vad du är tankfull
Varför, Judy, min vän?
Judy min vän, du är tyst och sorgsen
Varför, Judy, min vän?
Jag kanske måste inse att det blir aldrig som förut
Ja, vi var nog aldrig menade älskling, jag och du
[Refräng]
Men det fanns еn dröm; jag målade i färger
Bara du och jag och allt vi skulle va
Mеn drömmar går itu och allting har ett slut
Men nu börjar jag förstå att det aldrig kommer bli vi två

[Outro]
Ja, nu har jag börjat att inse det blir aldrig vi igen
Men jag kommer aldrig att glömma vår historia, Judy, min vän",6196885,sv,sv,sv
rapapapa,richbrian,Rapapapa (feat. RZA),Rich Brian,163.0,66,2019-07-26,2019-08-19,https://open.spotify.com/track/7sPoDigIbCWDS6AZmOhSRR,The Sailor,2019-07-26,247165.0,18.0,18.0,27026.5,527996.0,17,true,0.782,0.752,3.0,-4.622,0.0,0.214,0.501,0.0,0.114,0.504,126.936,4.0,Rapapapa,rap,Rich Brian,2019,131654,{RZA},"[Verse 1: Rich Brian]
Two-faced bitches pop out when it's dark
I ain't finna waste time if I don't feel a spark on sight
That pussy gon' make me wan' fight
Gotta go wrap it up, that pussy gon' bite
Eight shows and I come home for the payroll
Man, I got hoes that won't ask how my day go
I'm a trooper, I'ma strike like a Pave Low
If I need some money, then I'ma make 'em (Uh)

[Chorus: Rich Brian]
Ayy (Ayy)
Then I hit it from the back, got it clappin', pa-pa-pa-pa
(Pa-pa-pa-pa-pa)
She older than me but she call me da-da-da-da
(Da-da-da-da-da)
Missy Elliott flow gon' hit like ra-ta-ta-ta
(Ra-ta-ta-ta-ta)
Your dick game Lacoste, my dick game Pra-da-da-da
(Pra-da-da-da-da) Ayy, fuck that
You might make me lose my shit
Goodbye to the good guy
Look what you did, now he don't care 'bout shit
Yeah, fuck that, out here feelin' dangerous
If you still feel comfortable, then I'm sorry, you ain't made it yet
[Verse 2: Rich Brian]
Could've been involved and felt important 'bout yourself, but you
Had to rock the boat and you forgot the table turns and moves
Why these people 'round me rather look away than tell the truth?
If they tryna tell some lies on me, then I'ma tell it, too
All this pain in my heart, poppin' another Advil
Everything planned, keep actin' like it's casual
Pull your pants down, we rally to the bathroom
Sorry, we ain't got time to light the candles (Ayy)
Pussy got me singin', I forgot I was a rapper
Way we roleplay, feelin' like some actors
She don't pop pills, only morning afters

[Chorus: Rich Brian]
(Ayy) Then I hit it from the back, got it clappin', pa-pa-pa-pa
(Pa-pa-pa-pa-pa)
She older than me but she call me da-da-da-da
(Da-da-da-da-da)
Missy Elliott flow gon' hit like ra-ta-ta-ta
(Ra-ta-ta-ta-ta)
Your dick game Lacoste, my dick game Pra-da-da-da
(Pra-da-da-da-da) Ayy, fuck that
You might make me lose my shit
Goodbye to the good guy
Look what you did, now he don't care 'bout shit
Yeah, fuck that, out here feelin' dangerous
If you still feel comfortable, then I'm sorry, you ain't made it yet
[Verse 3: Rich Brian]
Suck on her nipples like bon appé-tit
Don't tell me ""Pull up"" if that shit ain't wet
I got protection, I need self-defense
Pull out my weapon and empty the clip
Pa-pa-pa, that's three of my kids
Pa-pa-pa, my son and my twins
She so wet, I'll go for a swim
Girl, don't stop, let's do it again
Ayy, just because we were drunk, don't expect me to forget
If it's lust over love, then girl, we don't got shit
Got a wife checklist and I can't see you on it
But we way too young, so let's wild out in this bitch

[Chorus: Rich Brian]
(Ayy) Then I hit it from the back, got it clappin', pa-pa-pa-pa
(Pa-pa-pa-pa-pa)
She older than me but she call me da-da-da-da
(Da-da-da-da-da)
Missy Elliott flow gon' hit like ra-ta-ta-ta
(Ra-ta-ta-ta-ta)
Your dick game Lacoste, my dick game Pra-da-da-da
(Pra-da-da-da-da) Ayy, fuck that
You might make me lose my shit
Goodbye to the good guy
Look what you did, now he don't care 'bout shit
Yeah, fuck that, out here feelin' dangerous
If you still feel comfortable, then I'm sorry, you ain't made it yet
[Outro: RZA]
They could never take what you came with
They're gonna try to find a thousand ways to say the same shit
But you will be different
Because it's insignificant, yet ignorant
Rich Brian was born to be rich with talents and balance
And the ability to face life challenges
Represent your artistic intelligence
Your genetic pigment, your culture, your power
Plus you'll refine it, focus your strength
Emit a laser beam wavelength
That break the chains of mental enslavement
Be amongst the brave men
Witness the modern-day Kung Fu
Perform this out a vocal booth
Keep shinin', keep suprisin' and energizin' the generation
Keep the 88rising, and risin' and risin'
And risin' and risin' and risin' and risin'",4707498,en,en,en
47,fero47,47,Fero47,81.5,23,2019-11-01,2019-12-04,https://open.spotify.com/track/4c7js2YGZCuis3nGY5x8Lh,47,2019-11-01,188080.0,29.0,29.0,35571.5,4495597.0,33,true,0.645,0.861,11.0,-5.277,0.0,0.163,0.0144,0.0000383,0.3,0.401,176.072,4.0,47,rap,Fero47,2019,21330,{},"[Songtext zu „47“]

[Intro]
Chekaa, bounce the beat

[Pre-Hook]
Sirenen in der Nacht, hör' den Sound in mei'm Ghetto
Wir bleiben immer wach, zähl' die Scheine im Lambo
Feinde auf Distanz und sie gehen in Deckung
Geboren im Brennpunkt, vier-sieben, du kennst uns

[Hook]
Sirenen in der Nacht, hör' den Sound in mei'm Ghetto
Wir bleiben immer wach, zähl' die Scheine im Lambo
Feinde auf Distanz und sie gehen in Deckung
Geboren im Brennpunkt, vier-sieben, du kennst uns

[Part 1]
Was Vendetta mit Gangmembern?
Geh'n auf dich drauf mit elf Männern
Press, press, press und check, check, check
Vier-sieben, Ghetto, Bra, Bra, Bra
Neuf millimètres, Peso
Ich lad' nur einmal, treff' dich dreimal
Der Kurdi fickt, das kann sein, ja
Im nagelneuen weißen Daimler
Und S-Coupé mit dicken Weibern (brrra)
Fick' ich den Markt weit-weiter
Verkaufst dein'n Pack, aber was ist bei Nacht?
Ripp' mit Puderzucker einfach
Auf Schnelle 20k und weiter
Biturbo, drück' aufs Gaspedal
Was? Was? Ich bin der Haupttäter
Mit A.D. im TV
Ich jage, baller', baller', baller'
Piña Colada, Maradona
Panama Import bis Havanna
Yayo, Flex, Pillen bis zu Ganja
Whiskey auf Eis für Cosa Nostra
Hemmschwelle steigt, dann geht die Post ab
Folge der Nase, nicht dem Kompass
Frankfurt, Mainhattan, Mortal Kombat (brra)
[Bridge]
Ich leb', leb' hier in diesem Elend
Zähl', zähl' all meine Moneten
Red nicht über meine Gegend
Denn hier herrschen andere Regeln

[Pre-Hook]
Sirenen in der Nacht, hör' den Sound in mei'm Ghetto (Ghetto)
Wir bleiben immer wach, zähl' die Scheine im Lambo (Lambo)
Feinde auf Distanz und sie gehen in Deckung (Deckung)
Geboren im Brennpunkt, vier-sieben, du kennst uns

[Hook]
Sirenen in der Nacht, hör' den Sound in mei'm Ghetto
Wir bleiben immer wach, zähl' die Scheine im Lambo
Feinde auf Distanz und sie gehen in Deckung
Geboren im Brennpunkt, vier-sieben, du kennst uns

[Part 2]
Day-Date in Vollgold
Diamantensteine, Rolls-Royce
Keine Aktenführung, war treu
Audi RS6 brandneu
Ich war da, wo keiner war
Nicht mal die Nase vom Sheytan
Brachte wie Zinédine Zidane
Ein'n Schock und alle waren dran
Ich spuckte Bars, die keiner kannt
Vom Underground bis in die Charts
Schüsse fall'n bei einem Alarm
Meine Jungs bleiben kriminal, bös
Mama, ich schwöre, denn mein Seelenschrei erreicht dich nie
Graviere jede Kugel mit „Fero“ im Magazin (jaa)
Abgekackte Zombies woll'n mehr als nur Kokain
Nasen zieh'n, Spritzen tief in die Ader, Crack, Heroin
Der Joker unterm Arm ist durch Handschell'n gefang'n
Du trägst 'ne Rolex Chronograph, Fero47 Unikat (brra, brra-ra)
[Bridge]
Ich leb', leb' hier in diesem Elend
Zähl', zähl' all meine Moneten
Red nicht über meine Gegend (über meine Gegend)
Denn hier herrschen andere Regeln

[Pre-Hook]
Sirenen in der Nacht, hör' den Sound in mei'm Ghetto (Ghetto)
Wir bleiben immer wach, zähl' die Scheine im Lambo (Lambo)
Feinde auf Distanz und sie gehen in Deckung (Deckung)
Geboren im Brennpunkt, vier-sieben, du kennst uns

[Hook]
Sirenen in der Nacht, hör' den Sound in mei'm Ghetto
Wir bleiben immer wach, zähl' die Scheine im Lambo
Feinde auf Distanz und sie gehen in Deckung
Geboren im Brennpunkt, vier-sieben, du kennst uns
Sirenen in der Nacht, hör' den Sound in mei'm Ghetto
Wir bleiben immer wach, zähl' die Scheine im Lambo
Feinde auf Distanz und sie gehen in Deckung
Geboren im Brennpunkt, vier-sieben, du kennst uns",4982829,de,de,de
amanda lear,baustelle,Amanda Lear,Baustelle,57.5,1,2017-01-01,2017-03-13,https://open.spotify.com/track/2ipc1OACP7BEltKn0g3t7C,L'amore e la violenza,2017-01-13,264360.0,40.0,40.0,12410.0,573937.0,41,true,0.526,0.909,3.0,-3.328,1.0,0.0347,0.00894,0.00302,0.106,0.32,129.967,4.0,Amanda Lear,pop,Baustelle,2016,6178,{},"[Testo di ""Amanda Lear""]

[Strofa 1]
Amore antico, amica mia
Amore in radio, nostalgia
Io non ti penso quasi mai
Ti ho dato in pasto agli avvoltoi
All'Olocausto, ai marinai
Amore atomico, Enola Gay
Orrore amico, errore mio
Che non ti ho detto neanche addio
Che non ti ho detto come mai
Una domenica buttai nel cesso la fotografia
In cui ci stringevamo forte

[Pre-Ritornello 1]
Colpa mia
Se quest'anno t'hanno visto, mi dicono
Vomitare gli occhi e l'anima ad un concerto rock
Abbracciata ad una testa di cazzo
Un regista, un coreografo, che ne so
Un lavoro come un altro, una droga
Per illuderci e credere di essere uomini
(Dicevi)
[Ritornello 1]
I wanna be Amanda Lear
Il tempo di un LP
Il lato A, il lato B
Non siamo mica immortali, bruciamo ed è meglio così
Amanda Lear
Soltanto per un LP
Il lato A, il lato B
Che niente dura per sempre, nemmeno la musica

[Strofa 2]
Perduto amore, anima mia
Amore, Nona Sinfonia
Vorrei sapere come stai
Se come scrivi è tutto okay
E se davvero ora lo sai
Che sono diventato un mostro

[Pre-Ritornello 2]
Colpa tua
Se mi videro nel buio di un vicolo
All'uscita posteriore di un concerto rock
Pomiciare una troietta qualunque
Una tizia, una pittrice, ma che ne so
Il tuo pessimismo da quattro soldi
Chiaramente aveva fatto proseliti
(Dicevi)
[Ritornello 2]
I wanna be Amanda Lear
Il tempo di un LP
Il lato A, il lato B
Che niente dura per sempre, finisce ed è meglio così
Amanda Lear
Soltanto per un LP
Il lato A, il lato B
Che niente dura per sempre, figurati io e te",2943809,it,it,it
standort,motrip,Standort,MoTrip,149.5,100,2020-05-22,2020-05-27,https://open.spotify.com/track/09O7rWJClDiM1bmGnuvqAX,Elemente,2020-05-21,226640.0,31.0,31.0,79912.0,159824.0,2,false,0.465,0.524,4.0,-10.539,0.0,0.218,0.579,0.0000359,0.124,0.0971,98.439,4.0,Standort,rap,MoTrip,2020,2991,{},"[Songtext zu „Standort“]

[Part 1]
Verstreute Flyer auf dem Gehsteig
Heute feiern, morgen Jenseits
In einer Stadt, die niemals steh'nbleibt
Da, wo dir keiner mehr den Weg zeigt
Schneeweiße Spur'n auf dem Bartresen
Wir sind nicht von dieser Welt, so wie Marswesen
Wollen Gas geben, doch haben kein'n Sprit mehr im Tank
Laufen, doch kommen kein'n Schritt mehr voran
Ich find' mich erst dann, wenn ich dich find'
Wir sind gestrandet und seh'n, wie das Schiff sinkt
Tauchen ab in der Stadt, bis wir unsichtbar schein'n
Im Dunkeln allein, bis wir uns dann verein'n
In Slomo im strahlenden Strobolicht baden
Elektroparty statt Mozartsonaten
Verloren zwischen all den Hochhausfassaden
Schick mir deine Koordinaten

[Hook]
Bist du gestrandet und fühlst dich allein irgendwo in der Stadt
Schick mir dein'n Standort, ich komme vorbei und ich hole dich ab
Bist du alleine zuhaus oder weit vor den Toren der Stadt
Schick mir dein'n Standort, ich komme vorbei und ich hole dich ab
[Post-Hook]
Ich hole dich ab, hole dich ab, ja
Bist du grad da, wo die Sonne nicht scheint
Dann schick mir deinen Standort, ich komme vorbei
Und ich hole dich ab
Hole dich ab, ja
Bist du grad da, wo die Sonne nicht scheint
Dann schick mir deinen Standort, ich komme vorbei
Und ich hole dich ab, ab, ab, ab, hol' dich ab
Komme und ich hol' dich ab, komme und ich hol' dich ab
Ich hole dich ab, ab, ab, ab, hol' dich ab
Komme und ich hol' dich ab, komme und ich hol' dich ab
Ich hole dich ab

[Part 2]
Ich steh' auf diesen Treppen und such' dich
Doch seh' nur Silhouetten im Flutlicht
Keiner will alleine daheim sein
Doch wir erscheinen klein in der Skyline
Nicht mehr lange und die Sonne geht auf
Bis zum frühen Morgen vor dem Spätkauf
Ich war nicht wirklich auf ein Date aus
Doch hoffe, dass ich dir über den Weg lauf'
Zehntausend Schritte zu renn'n
Die City schon längst mit mein'n Blicken gescannt
Die Gesichter sind fremd in den bunten Kulissen
Stunden für uns wie Sekunden verstrichen
Wir woll'n in Slomo im strahlenden Strobolicht baden
Elektroparty statt Mozartsonaten
Verloren zwischen all den Hochhausfassaden
Schick mir deine Koordinaten
[Hook]
Bist du gestrandet und fühlst dich allein irgendwo in der Stadt
Schick mir dein'n Standort, ich komme vorbei und ich hole dich ab
Bist du alleine zuhaus oder weit vor den Toren der Stadt
Schick mir dein'n Standort, ich komme vorbei und ich hole dich ab

[Post-Hook]
Ich hole dich ab, hole dich ab, ja
Bist du grad da, wo die Sonne nicht scheint
Dann schick mir deinen Standort, ich komme vorbei
Und ich hole dich ab
Hole dich ab, ja
Bist du grad da, wo die Sonne nicht scheint
Dann schick mir deinen Standort, ich komme vorbei
Und ich hole dich ab, ab, ab, ab, hol' dich ab
Komme und ich hol' dich ab, komme und ich hol' dich ab
Ich hole dich ab, ab, ab, ab, hol' dich ab
Komme und ich hol' dich ab, komme und ich hol' dich ab
Ich hole dich ab",5564216,de,de,de
